,X,Y,Demand,demand
0,-10.564807475496115,-8.261978236578862,,223
1,-14.391704125600244,16.716744603065496,,337
2,1.6758342600818423,3.1741815629106984,,216
3,11.187683659467618,11.774094487084199,,97
4,6.8330628600808865,10.857710482291399,,351
5,-16.297781265247394,11.159669667834152,,112
6,4.13546257838603,-10.54655145074243,,130
7,7.672777462887154,16.61862311759289,,191
8,0.6049879207041805,3.6368139528141037,,339
9,-13.922699906117346,-6.377418566101874,,317
10,6.764639655832335,17.86230152673619,,224
11,3.4771604921131303,-5.801890427578843,,150
12,-15.28432282426167,13.869700509602753,,98
13,-16.37064420727569,-7.783167851606242,,324
14,7.954135552886612,19.642868290072112,,176
15,2.2816975004154174,-9.405858377691493,,374
16,6.9591698830851145,19.83430852068384,,291
17,12.259982734041666,-3.0582636643713697,,289
18,12.58204420731411,-3.5481011672135083,,71
19,-12.019339056085387,16.544846798733182,,72
20,4.786540800929636,-10.213179357954127,,205
21,2.9591676526537003,-8.906294702677068,,215
22,11.319795138476724,-3.577510149977951,,133
23,4.013609752842407,-10.879152660974883,,219
24,3.7848557388486794,-4.271263098845498,,95
25,0.44387807582671884,3.0250738574740454,,212
26,5.279464300086804,-9.720869022760482,,353
27,-0.7394544303123047,-3.847179214917927,,120
28,10.973747930157524,13.638577101221202,,369
29,8.07590748560552,-3.5861490244347527,,199
30,-18.013160346951672,13.381640638329367,,185
31,0.1277574005197788,4.64735700193508,,383
32,-14.798108534868527,-8.772731033899587,,96
33,-10.2441082263747,13.409684135869286,,181
34,2.4324403470501452,-3.591367340905661,,212
35,2.4760128998054296,-5.598305141959466,,84
36,3.6651693085093258,-4.26573013100528,,384
37,-0.6205284216390294,5.556604013427737,,90
38,13.320967452825597,3.1177857699829015,,328
39,9.448378007131307,-1.9876147649217526,,77
40,11.291974902620183,12.81309110269514,,375
41,-19.57955364291338,14.0601936339925,,311
42,-17.396870490388512,10.428235684176228,,339
43,-18.763187825910723,13.05839083556189,,383
44,-13.785865699611326,-6.680927603033181,,212
45,14.903101144397521,2.7673727991702046,,338
46,-14.722255097352788,-7.905367010214567,,79
47,14.274952509904768,-1.4383280358951556,,274
48,14.683051985255196,0.6700734269757835,,234
49,12.713032402056257,12.84624975303069,,141
50,8.202791552272753,11.939313229985098,,257
51,-14.106747458965632,-2.3471535391660083,,124
52,2.0751828110089257,2.8077167098978477,,175
53,13.772393059335512,-4.598315550393409,,106
54,-10.218852682855506,15.690632364048898,,378
55,-12.268669499577038,-4.0789597644417785,,371
56,11.072255100332933,8.429453783746455,,251
57,3.830030711933943,-10.262531071943508,,90
58,13.643061391255419,-3.425730590953923,,263
59,-0.8617844792048921,5.634164728572625,,240
60,2.2341808572207493,-3.683628300022966,,363
61,10.068397748321415,10.044948660766643,,142
62,5.745995177413221,-10.538664812507697,,247
63,-18.108519332501505,15.68562590004628,,225
64,-11.90220595468723,14.720942475639303,,313
65,1.1886257552205093,5.2463694276541215,,338
66,1.9258405679853356,-4.8845602962119585,,248
67,10.683368512864124,-5.223987532235416,,395
68,3.6369260447234475,-11.258890084016496,,131
69,10.148986673216315,12.356975924507976,,278
70,9.738840683788206,11.960002217310782,,119
71,-12.060849502155092,12.23732111881407,,138
72,-10.444929438055924,11.85062507007921,,229
73,14.279090751584633,-0.6078734052781862,,386
74,11.499041671577835,1.848831137214456,,316
75,10.993724315114475,2.736465233369951,,241
76,1.1088655139701542,2.136281396404565,,361
77,9.097575063090831,19.84764432614865,,353
78,-14.418154225709348,-6.036278879770212,,354
79,-19.03102306321855,13.417142052348558,,270
80,1.4637276422896768,4.366668733975787,,202
81,6.5695125496424955,20.368047376633807,,373
82,0.3852690660088536,-9.164472177063388,,168
83,1.025732703075638,-4.012284076725059,,309
84,-17.47781220559479,12.399345770044446,,92
85,5.213376646602064,-3.0902777258813985,,240
86,0.21134735771889002,-4.903350584852531,,373
87,-9.782377737157612,16.805769948947503,,139
88,-11.189912819593676,16.077270344336185,,225
89,0.2704713743085936,-4.990380142084386,,314
90,12.60779284392266,1.881220427101151,,138
91,9.977110834879895,18.199395654135948,,320
92,-17.46777801659215,12.245739879354286,,375
93,-11.357762061541457,14.753598988302347,,364
94,7.282830904458954,18.438302820929902,,348
95,8.303772495531202,18.00817844108362,,318
96,11.285627146609622,0.46773365306520887,,206
97,7.904367012623964,17.510266691707024,,394
98,1.8249303597931688,3.872373268732814,,178
99,7.975911259600098,-3.2156708560953797,,378
100,-17.630600998846862,13.690750657694512,,93
101,10.70876604595552,11.557684558333177,,250
102,2.010640423047023,6.214652540935454,,134
103,10.619432406811805,3.146596308727299,,250
104,0.4352949603303421,5.983536323351764,,67
105,-16.100542884777834,15.720073721908264,,322
106,3.060174694358926,-8.790949869311607,,277
107,-16.42024146991947,12.47520435688778,,242
108,-12.941723795321955,13.06912822948827,,337
109,3.099428809697436,-9.692341075621421,,191
110,2.6684120757386873,2.6472667548857576,,286
111,3.9290792980376352,-2.4730667447741546,,119
112,-1.3974529848565096,2.9638768901806207,,237
113,-11.589799686608629,15.787919522914232,,143
114,-18.559938445488044,12.932524995232182,,318
115,11.274631774354098,-2.44531388621718,,292
116,8.518971403792976,18.65136796810662,,286
117,9.641846288545917,11.687997277344111,,311
118,8.817735249017858,-2.91960848042307,,177
119,-15.187833656236405,-8.20801460546637,,101
120,11.886944846147586,-2.686542283682635,,163
121,8.792626911017054,18.586881915650224,,256
122,10.257573585228355,11.036031663825668,,139
123,3.6976423743584426,-8.73210370467002,,141
124,9.06049117614093,17.1131542184413,,223
125,-13.892819337479033,-6.990546484798661,,396
126,-13.363299114819629,-7.314613716920535,,369
127,12.52375626607723,0.5417991263088139,,193
128,2.3782050616886745,-5.822998563268729,,232
129,-11.673359131746436,15.642104894727371,,323
130,-9.062163508884968,15.387736645390369,,96
131,14.060827413883867,-0.9937508217845776,,101
132,-20.8182437452113,12.708892193578817,,199
133,2.1351809118592566,-4.77587312434321,,144
134,-11.480700410540493,14.666385074937008,,391
135,1.673475440768914,-13.971546702467933,,84
136,-16.61024230433752,13.904559431716278,,131
137,6.701651092284189,18.706243430361486,,313
138,-19.089247187293147,11.865049258433476,,275
139,-17.06995950976175,15.187304573257821,,384
140,4.758639870418686,-9.359267537330213,,314
141,-12.367787728524238,-6.000147794052049,,351
142,12.45580975005734,-2.645301877501157,,124
143,13.432316709306795,-0.6819779755010613,,258
144,7.615933991843499,18.6317930193187,,393
145,6.407993420128068,19.275973445566162,,111
146,-13.311382616531194,-8.742418497922133,,62
147,-11.00458826434488,12.048568462673485,,233
148,-15.16806942999717,10.837551921039479,,247
149,7.427542151983351,19.732701506383098,,130
150,-13.703653779644577,-5.427734457861983,,66
151,11.04215431854247,-0.09439149833898353,,223
152,10.289899962102389,-1.879682197411939,,131
153,4.2137416908532614,-9.284834638173708,,96
154,-10.076840339323454,16.4673858682756,,304
155,-0.18470405301196569,5.475167394121403,,134
156,10.63485430680889,2.723224881705458,,264
157,0.7059679053089738,-11.915733708206515,,129
158,4.037033000659647,-8.971923466560986,,163
159,12.042992548498482,10.499546427788184,,270
160,11.938001409071934,13.530806932117638,,95
161,2.426854410676115,-3.5439503940222084,,279
162,-14.615266868618587,-9.47477128435884,,379
163,1.7136543192427212,-9.309133617274966,,281
164,-12.319789448953873,-7.709526424938861,,248
165,4.441656141507087,20.465812415113074,,321
166,3.306981995994234,-2.4134490378297673,,270
167,-10.52858089904456,14.789875233400009,,241
168,7.317539659854606,17.896253455741874,,292
169,-15.969389282909283,-9.69926972830477,,325
170,12.751601585414768,4.086945328042132,,145
171,11.643958695302745,12.295482374453554,,247
172,-6.940270310171455,16.39450660469697,,69
173,0.8621596904356994,-2.9485897287968346,,259
174,11.38400796339417,-4.160040760993422,,263
175,9.3787247063627,-1.6774780743588353,,272
176,11.403783819266236,0.24012580259348726,,296
177,12.16488221249959,11.44647961803419,,357
